Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type	Standard Text Value	Value
CHEMBL4081818		None	2545.06	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)NC1=O	IC50	='	22	nM	7.66			UO_0000065	3.01	None	None	None	0	CHEMBL4021571	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr in presence of DTT by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				22
CHEMBL4091553		None	2575.09	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSCSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	12	nM	7.92			UO_0000065	3.08	None	None	None	0	CHEMBL4021571	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr in presence of DTT by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				12
CHEMBL4081270		None	2589.11	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSCCSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	63	nM	7.2			UO_0000065	2.78	None	None	None	0	CHEMBL4021571	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr in presence of DTT by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				63
CHEMBL4875572		None	637.6	1	4.8	Oc1cc(N2CCc3c(nc(OCC4(CN5CC[C@@H](F)C5)CC4)nc3N3CC4CCC(C3)N4)C2)c2c(Br)cccc2c1	IC50	='	1.5	nM	8.82			UO_0000065	13.84	0.29	4.02	11.46	0	CHEMBL4837101	Inhibition of recombinant his-tagged KRAS G12D mutant (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of GDP-GTP exchange rate in presence of recombinant SOS1/GMPPNP incubated for 1 hr by BODIPY fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4834492	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR		1.5
CHEMBL5286301		None	615.73	2	5.95	CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(O)C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	22	nM	7.66			UO_0000065	12.44	0.23	1.71	8.07	0	CHEMBL5256827	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK1/2 phosphorylation level incubated for 2 hrs by MSD assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5252668	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 2.0 hr	INHIBITOR		0.022
CHEMBL5087737		None	554.67	2	5.03	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCCN4CCC5)nc3c2F)c2ccccc2c1	IC50	='	650	nM	6.19			UO_0000065	11.15	0.21	1.16	7.14	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		0.65
CHEMBL4876040		None	582.66	1	4.57	C#Cc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	0.4	nM	9.4			UO_0000065	16.13	0.3	4.83	10.85	0	CHEMBL4845550	Displacement of Cy5-labelled tracer from biotinylated GDP-loaded human recombinant KRAS G12D mutant (1 to 169 residues) measured after 60 mins by TR-FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4842393	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR		0.4
CHEMBL5085690		None	575.09	2	5.29	Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)cccc2c1	IC50	='	63	nM	7.2			UO_0000065	12.52	0.24	1.91	8.31	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		0.063
CHEMBL4072295		None	2561.06	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	87	nM	7.06			UO_0000065	2.76	None	None	None	0	CHEMBL4021571	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr in presence of DTT by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				87
CHEMBL5182829		None	2086.53	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2CC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	3300	nM	5.48			UO_0000065	2.63	None	None	None	0	CHEMBL5136565	Inhibition of KRAS in human ASPC1 cells harboring KRAS G12D mutant assessed as inhibition of ERK phosphorylation incubated for 2 hrs by AlphaScreen-based LDH membrane integrity assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5131563	1	Scientific Literature	J Med Chem	2022	None	TIME = 2.0 hr	INHIBITOR		3.3
CHEMBL4074790		None	2517.05	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	15400	nM	4.81			UO_0000065	1.91	None	None	None	0	CHEMBL4021570	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				15400
CHEMBL4075783		None	2518.98	None	None	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O	IC50	='	73500	nM	4.13			UO_0000065	1.64	None	None	None	0	CHEMBL4021571	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr in presence of DTT by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				73500
CHEMBL4070657		None	2533.01	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	7.5	nM	8.12			UO_0000065	3.21	None	None	None	0	CHEMBL4021570	Inhibition of biotinylated K-Ras G12D mutant (unknown origin) assessed as reduction in SOS1 (564 to 1049 residues)-mediated BODIPY-GDP-GTP exchange after 1 hr by TR-FRET assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4020739	1	Scientific Literature	Bioorg Med Chem Lett	2017	None				7.5
CHEMBL5081048		None	600.65	1	4.71	C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	2	nM	8.7			UO_0000065	14.48	0.27	3.99	10.04	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		2
CHEMBL5070295		None	560.62	2	5.21	Fc1ccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2c1F	IC50	='	97	nM	7.01			UO_0000065	12.51	0.23	1.8	10.56	0	CHEMBL5047300	Inhibition of KRAS G12D mutant in human AGS cells assessed as reduction in ERK phosphorylation measured after 3 hrs by In-Cell Western assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	AGS	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5046237	1	Scientific Literature	J Med Chem	2022	None	TIME = 3.0 hr	INHIBITOR		0.097
CHEMBL4857438		None	593.08	2	5.24	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)cccc2c1	IC50	='	0.2	nM	9.7			UO_0000065	16.35	0.32	4.46	11.19	0	CHEMBL4845550	Displacement of Cy5-labelled tracer from biotinylated GDP-loaded human recombinant KRAS G12D mutant (1 to 169 residues) measured after 60 mins by TR-FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4842393	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR		0.2
CHEMBL5410069		None	606.07	2	5.34	Cc1cc(N)nc(-c2c(Cl)cc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C(F)(F)F	IC50	='	2.1	nM	8.68			UO_0000065	14.32	0.28	3.34	9.39	0	CHEMBL5374156	Inhibition of GDP-bound biotinylated-KRAS G12D mutant (1 to 169 residues) (unknown origin) assessed as suppression of SOS1-mediated nucleotide exchange by measuring reduction in KRAS G12D mutant-RAF RBD complex formation preincubated for 60 mins followed by SOS1 addition and further incubated for 60 mins and subsequent addition of KRAS G12D mutant-RAF RBD mixture measured after 30 to 60 mins by FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5370635	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 3.0 hr	INHIBITOR		2.1
CHEMBL5405632		None	654.16	2	6.04	N#Cc1c(N)sc2c(F)ccc(-c3c(Cl)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC[C@@H](F)C6)CC5)nc4c3F)c12	IC50	='	30	nM	7.52			UO_0000065	11.5	0.23	1.48	7.28	0	CHEMBL5374159	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK phosphorylation measured after 4 hrs by HTRF assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5370635	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 4.0 hr	INHIBITOR		30
CHEMBL5408369		None	673.69	2	6.16	N#Cc1c(N)sc2c(F)ccc(-c3c(C(F)(F)F)cc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	2.1	nM	8.68			UO_0000065	12.88	0.25	2.52	8.4	0	CHEMBL5374159	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK phosphorylation measured after 4 hrs by HTRF assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5370635	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 4.0 hr	INHIBITOR		2.1
CHEMBL5200027		None	2024.46	None	None	CCCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC1=O	IC50	='	5	nM	8.3			UO_0000065	4.1	None	None	None	0	CHEMBL5136563	Inhibition of recombinant biotinylated KRAS G12D mutant (unknown origin) assessed as inhibition of SOS-catalyzed nucleotide exchange preincubated for 60 mins followed by addition of human SOS protein and unlabeled GTP and measured after 60 mins by TR-FRET analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5131563	1	Scientific Literature	J Med Chem	2022	None	TIME = 1.0 hr	INHIBITOR		5
CHEMBL5200054		None	2124.53	None	None	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H]2C[C@H](OCC(=O)O)CN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O	IC50	='	25	nM	7.6			UO_0000065	3.58	None	None	None	0	CHEMBL5136563	Inhibition of recombinant biotinylated KRAS G12D mutant (unknown origin) assessed as inhibition of SOS-catalyzed nucleotide exchange preincubated for 60 mins followed by addition of human SOS protein and unlabeled GTP and measured after 60 mins by TR-FRET analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5131563	1	Scientific Literature	J Med Chem	2022	None	TIME = 1.0 hr	INHIBITOR		25
CHEMBL5410069		None	606.07	2	5.34	Cc1cc(N)nc(-c2c(Cl)cc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C(F)(F)F	IC50	='	928	nM	6.03			UO_0000065	9.95	0.2	0.69	6.53	0	CHEMBL5374159	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK phosphorylation measured after 4 hrs by HTRF assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5370635	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 4.0 hr	INHIBITOR		928
CHEMBL5426739		None	610.08	2	5.25	Nc1cc2cccc(F)c2c(-c2c(Cl)cc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)n1	IC50	='	6	nM	8.22			UO_0000065	13.48	0.26	2.97	8.9	0	CHEMBL5374156	Inhibition of GDP-bound biotinylated-KRAS G12D mutant (1 to 169 residues) (unknown origin) assessed as suppression of SOS1-mediated nucleotide exchange by measuring reduction in KRAS G12D mutant-RAF RBD complex formation preincubated for 60 mins followed by SOS1 addition and further incubated for 60 mins and subsequent addition of KRAS G12D mutant-RAF RBD mixture measured after 30 to 60 mins by FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5370635	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 3.0 hr	INHIBITOR		6
CHEMBL5408369		None	673.69	2	6.16	N#Cc1c(N)sc2c(F)ccc(-c3c(C(F)(F)F)cc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	0.86	nM	9.07			UO_0000065	13.46	0.26	2.91	8.77	0	CHEMBL5374156	Inhibition of GDP-bound biotinylated-KRAS G12D mutant (1 to 169 residues) (unknown origin) assessed as suppression of SOS1-mediated nucleotide exchange by measuring reduction in KRAS G12D mutant-RAF RBD complex formation preincubated for 60 mins followed by SOS1 addition and further incubated for 60 mins and subsequent addition of KRAS G12D mutant-RAF RBD mixture measured after 30 to 60 mins by FRET assay	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5370635	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 3.0 hr	INHIBITOR		0.86
CHEMBL5430615		None	593.65	2	5.28	C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)cc(C#C[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12	IC50	='	439	nM	6.36			UO_0000065	10.71	0.2	1.08	9.85	0	CHEMBL5363764	Inhibition of KRAS G12D mutant in human PANC-1 cells assessed as reduction in phosphorylation of ERK 1/2 level incubated for 3 hrs	B	BAO_0000219	cell-based format	Homo sapiens	None	None	PANC-1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5360613	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 3.0 hr	INHIBITOR		439
CHEMBL5430198		None	596.11	2	5.31	CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cc(Cl)c(-c3ccc(F)c4sc(N)c(C#N)c34)c(F)c2n1	IC50	='	138	nM	6.86			UO_0000065	11.51	0.23	1.55	6.64	0	CHEMBL5374159	Inhibition of KRAS G12D mutant in human ASPC1 cells assessed as reduction in ERK phosphorylation measured after 4 hrs by HTRF assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	ASPC1	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL5370635	1	Scientific Literature	ACS Med Chem Lett	2023	None	TIME = 4.0 hr	INHIBITOR		138
CHEMBL4849611		None	640.57	1	4.16	CN(C)CC1(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cc(O)cc4cccc(I)c24)C3)CC1	IC50	='	0.7	nM	9.15			UO_0000065	14.29	0.32	4.99	11.89	0	CHEMBL4837101	Inhibition of recombinant his-tagged KRAS G12D mutant (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of GDP-GTP exchange rate in presence of recombinant SOS1/GMPPNP incubated for 1 hr by BODIPY fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4834492	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR		0.7
CHEMBL4878409		None	629.55	1	4.57	CN(C)CC1(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cc(O)cc4cccc(Br)c24)C3)CC1(F)F	IC50	='	9.7	nM	8.01			UO_0000065	12.73	0.27	3.44	10.41	0	CHEMBL4837101	Inhibition of recombinant his-tagged KRAS G12D mutant (unknown origin) expressed in Escherichia coli BL21(DE3) assessed as inhibition of GDP-GTP exchange rate in presence of recombinant SOS1/GMPPNP incubated for 1 hr by BODIPY fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None		P01116	G12D	CHEMBL2189121	GTPase KRas	Homo sapiens	SINGLE PROTEIN	CHEMBL4834492	1	Scientific Literature	ACS Med Chem Lett	2021	None	TIME = 1.0 hr	INHIBITOR		9.7
